,FACILITY_ID,FACILITY_CODE,SYS_LOC_CODE,LOC_NAME,SAMPLE_ID,SYS_SAMPLE_CODE,SAMPLE_NAME,SAMPLE_DATE,SAMPLE_TYPE_CODE,START_DEPTH,END_DEPTH,DEPTH_UNIT,MATRIX_CODE,TASK_CODE,PARENT_SAMPLE_CODE,ANALYSIS_LOCATION,LAB_SAMPLE_ID,LAB_MATRIX_CODE,LAB_NAME_CODE,ANALYTIC_METHOD,ANALYSIS_DATE,COLUMN_NUMBER,FRACTION,TEST_TYPE,PREP_METHOD,LEACHATE_METHOD,LEACHATE_DATE,LAB_SDG,PERCENT_MOISTURE,DILUTION_FACTOR,TEST_ID,CAS_RN,CHEMICAL_NAME,ORGANIC_YN,REPORT_RESULT_TEXT,REPORT_RESULT_VALUE,REPORT_RESULT_UNIT,REPORT_RESULT_LIMIT,REPORTABLE_RESULT,DETECT_FLAG,INTERPRETED_QUALIFIERS,VALIDATOR_QUALIFIERS,LAB_QUALIFIERS,QUANTITATION_LIMIT,METHOD_DETECTION_LIMIT,REPORTING_DETECTION_LIMIT,DETECTION_LIMIT_UNIT,APPROVAL_CODE,RESULT_TEXT,RESULT_NUMERIC,RESULT_UNIT,RESULT_TYPE_CODE,X_COORD,Y_COORD,Z_COORD_AVG,ZFROM,ZTO,LONGITUDE,LATITUDE,DT_RESULT_REMARK,DT_TEST_REMARK,DT_SAMPLE_REMARK,CUSTOM_FIELD_2,STREAM_CODE,STREAM_MILE,TASK_CODE_2,BASIS,CUSTOM_FIELD_1
0,4,NJD980528996,Location 1,Location 1,198083,LOCATION 1,Location 1,1997-09-18 12:00:00,N,0.0,0.5,ft,SE,1997 Outfall Sampling Program,,LB,UNKNOWN-HISTORICAL,SE,UNKNOWN,PCB/PEST,1997-09-18 12:00:00,,N,INITIAL,,,,TSI PRSA V.4.0,,1,496032,11096-82-5,Aroclor 1260,Y,300.0,300.0,ug/kg,,Yes,Y,,,,,,,ug/kg,,300.0,300.0,ug/kg,TRG,-74.1201540623,40.7278723194,9999998.75,9999999.0,9999998.5,-74.1201540623,40.7278723194,Historical-TSI Data,,,,PR,1.293209,,,
1,4,NJD980528996,Location 1,Location 1,198083,LOCATION 1,Location 1,1997-09-18 12:00:00,N,0.0,0.5,ft,SE,1997 Outfall Sampling Program,,LB,UNKNOWN-HISTORICAL,SE,UNKNOWN,PCB/PEST,1997-09-18 12:00:00,,N,INITIAL,,,,TSI PRSA V.4.0,,1,496032,11097-69-1,Aroclor 1254,Y,800.0,800.0,ug/kg,800.0,Yes,N,U,,U,,,800.0,ug/kg,,,,ug/kg,TRG,-74.1201540623,40.7278723194,9999998.75,9999999.0,9999998.5,-74.1201540623,40.7278723194,Historical-TSI Data,,,,PR,1.293209,,,
2,4,NJD980528996,Location 1,Location 1,198083,LOCATION 1,Location 1,1997-09-18 12:00:00,N,0.0,0.5,ft,SE,1997 Outfall Sampling Program,,LB,UNKNOWN-HISTORICAL,SE,UNKNOWN,PCB/PEST,1997-09-18 12:00:00,,N,INITIAL,,,,TSI PRSA V.4.0,,1,496032,11104-28-2,Aroclor 1221,Y,100.0,100.0,ug/kg,100.0,Yes,N,U,,U,,,100.0,ug/kg,,,,ug/kg,TRG,-74.1201540623,40.7278723194,9999998.75,9999999.0,9999998.5,-74.1201540623,40.7278723194,Historical-TSI Data,,,,PR,1.293209,,,
3,4,NJD980528996,Location 1,Location 1,198083,LOCATION 1,Location 1,1997-09-18 12:00:00,N,0.0,0.5,ft,SE,1997 Outfall Sampling Program,,LB,UNKNOWN-HISTORICAL,SE,UNKNOWN,PCB/PEST,1997-09-18 12:00:00,,N,INITIAL,,,,TSI PRSA V.4.0,,1,496032,11141-16-5,Aroclor 1232,Y,100.0,100.0,ug/kg,100.0,Yes,N,U,,U,,,100.0,ug/kg,,,,ug/kg,TRG,-74.1201540623,40.7278723194,9999998.75,9999999.0,9999998.5,-74.1201540623,40.7278723194,Historical-TSI Data,,,,PR,1.293209,,,
4,4,NJD980528996,Location 1,Location 1,198083,LOCATION 1,Location 1,1997-09-18 12:00:00,N,0.0,0.5,ft,SE,1997 Outfall Sampling Program,,LB,UNKNOWN-HISTORICAL,SE,UNKNOWN,PCB/PEST,1997-09-18 12:00:00,,N,INITIAL,,,,TSI PRSA V.4.0,,1,496032,12672-29-6,Aroclor 1248,Y,100.0,100.0,ug/kg,100.0,Yes,N,U,,U,,,100.0,ug/kg,,,,ug/kg,TRG,-74.1201540623,40.7278723194,9999998.75,9999999.0,9999998.5,-74.1201540623,40.7278723194,Historical-TSI Data,,,,PR,1.293209,,,
5,4,NJD980528996,Location 1,Location 1,198083,LOCATION 1,Location 1,1997-09-18 12:00:00,N,0.0,0.5,ft,SE,1997 Outfall Sampling Program,,LB,UNKNOWN-HISTORICAL,SE,UNKNOWN,PCB/PEST,1997-09-18 12:00:00,,N,INITIAL,,,,TSI PRSA V.4.0,,1,496032,12674-11-2,Aroclor 1016,Y,100.0,100.0,ug/kg,100.0,Yes,N,U,,U,,,100.0,ug/kg,,,,ug/kg,TRG,-74.1201540623,40.7278723194,9999998.75,9999999.0,9999998.5,-74.1201540623,40.7278723194,Historical-TSI Data,,,,PR,1.293209,,,
6,4,NJD980528996,Location 1,Location 1,198083,LOCATION 1,Location 1,1997-09-18 12:00:00,N,0.0,0.5,ft,SE,1997 Outfall Sampling Program,,LB,UNKNOWN-HISTORICAL,SE,UNKNOWN,PCB/PEST,1997-09-18 12:00:00,,N,INITIAL,,,,TSI PRSA V.4.0,,1,496032,53469-21-9,Aroclor 1242,Y,500.0,500.0,ug/kg,,Yes,Y,,,,,,,ug/kg,,500.0,500.0,ug/kg,TRG,-74.1201540623,40.7278723194,9999998.75,9999999.0,9999998.5,-74.1201540623,40.7278723194,Historical-TSI Data,,,,PR,1.293209,,,
7,4,NJD980528996,Location 1,Location 1,198083,LOCATION 1,Location 1,1997-09-18 12:00:00,N,0.0,0.5,ft,SE,1997 Outfall Sampling Program,,LB,UNKNOWN-HISTORICAL,SE,UNKNOWN,PCB/PEST,1997-09-18 12:00:00,,N,INITIAL,,,,TSI PRSA V.4.0,,1,496032,TOT-PCB-ARO,"PCB, Total Aroclors",,800.0,800.0,ug/kg,,Yes,Y,,,,,,,ug/kg,,800.0,800.0,ug/kg,CAL,-74.1201540623,40.7278723194,9999998.75,9999999.0,9999998.5,-74.1201540623,40.7278723194,Historical-TSI Data,,,,PR,1.293209,,,
8,4,NJD980528996,Location 2,Location 2,198084,LOCATION 2,Location 2,1997-09-18 12:00:00,N,0.0,0.5,ft,SE,1997 Outfall Sampling Program,,LB,UNKNOWN-HISTORICAL,SE,UNKNOWN,PCB/PEST,1997-09-18 12:00:00,,N,INITIAL,,,,TSI PRSA V.4.0,,1,496033,11096-82-5,Aroclor 1260,Y,100.0,100.0,ug/kg,100.0,Yes,N,U,,U,,,100.0,ug/kg,,,,ug/kg,TRG,-74.1658116613,40.7498068685,9999998.75,9999999.0,9999998.5,-74.1658116613,40.7498068685,Historical-TSI Data,,,,PR,5.760564,,,
9,4,NJD980528996,Location 2,Location 2,198084,LOCATION 2,Location 2,1997-09-18 12:00:00,N,0.0,0.5,ft,SE,1997 Outfall Sampling Program,,LB,UNKNOWN-HISTORICAL,SE,UNKNOWN,PCB/PEST,1997-09-18 12:00:00,,N,INITIAL,,,,TSI PRSA V.4.0,,1,496033,11097-69-1,Aroclor 1254,Y,100.0,100.0,ug/kg,100.0,Yes,N,U,,U,,,100.0,ug/kg,,,,ug/kg,TRG,-74.1658116613,40.7498068685,9999998.75,9999999.0,9999998.5,-74.1658116613,40.7498068685,Historical-TSI Data,,,,PR,5.760564,,,
